Year,stat_group,stat_var,stat_label,row_group,row_var,row_label,rowLevels,col_group,col_var,col_label,colLevels,adult_child,value,se,value_rd,se_rd,asterisk,Percent,sample_size,caption
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,explain,How often doctor explained things,Don't know/Non-response,Children,0.265478522709378,0.162326324641182,0.3,0.16,*,TRUE,1180,"How often doctor explained things, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,explain,How often doctor explained things,Don't know/Non-response,Children,0.7369492682860429,0.412610511598088,0.7,0.41,*,TRUE,829,"How often doctor explained things, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,explain,How often doctor explained things,Always,Adults,59.330757203553596,0.75372422492967,59.3,0.75,,TRUE,10566,"How often doctor explained things, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,explain,How often doctor explained things,Usually,Adults,33.1482264050254,0.699665027552298,33.1,0.7,,TRUE,10566,"How often doctor explained things, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,explain,How often doctor explained things,Sometimes/Never,Adults,6.43808965711443,0.305915571616522,6.4,0.31,,TRUE,10566,"How often doctor explained things, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,explain,How often doctor explained things,Don't know/Non-response,Adults,1.08292673430662,0.119035923749556,1.1,0.12,,TRUE,10566,"How often doctor explained things, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,explain,How often doctor explained things,Always,Children,86.2176535529272,0.884962412955916,86.2,0.88,,TRUE,3225,"How often doctor explained things, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,explain,How often doctor explained things,Usually,Children,9.76539446853721,0.8006766561948789,9.8,0.8,,TRUE,3225,"How often doctor explained things, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,explain,How often doctor explained things,Sometimes/Never,Children,3.55546595126622,0.452911022738371,3.6,0.45,,TRUE,3225,"How often doctor explained things, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,explain,How often doctor explained things,Don't know/Non-response,Children,0.461486027269382,0.13438803279559,0.5,0.13,,TRUE,3225,"How often doctor explained things, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,respect,How often doctor showed respect,Always,Adults,64.7182162864626,1.39250002699273,64.7,1.39,,TRUE,1662,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,respect,How often doctor showed respect,Always,Adults,65.586299719206,1.30719105297848,65.6,1.31,,TRUE,2461,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,respect,How often doctor showed respect,Always,Adults,63.323775985185804,1.22921392855855,63.3,1.23,,TRUE,3834,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,respect,How often doctor showed respect,Always,Adults,58.9703120489815,1.57094907573262,59,1.57,,TRUE,2609,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,respect,How often doctor showed respect,Usually,Adults,27.732989152256298,1.44348996761128,27.7,1.44,,TRUE,1662,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,respect,How often doctor showed respect,Usually,Adults,26.9126304769703,1.1213734098917099,26.9,1.12,,TRUE,2461,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,respect,How often doctor showed respect,Usually,Adults,28.7582299571261,1.1758571053218498,28.8,1.18,,TRUE,3834,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,respect,How often doctor showed respect,Usually,Adults,31.889802814886696,1.20882498662702,31.9,1.21,,TRUE,2609,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Adults,6.325115639958689,0.715787245024073,6.3,0.72,,TRUE,1662,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Adults,6.94012664799897,0.694642813033531,6.9,0.69,,TRUE,2461,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Adults,6.86724899263387,0.49249992805640097,6.9,0.49,,TRUE,3834,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Adults,8.00633549478988,0.857214231297807,8,0.86,,TRUE,2609,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Adults,1.2236789213224,0.380155810930599,1.2,0.38,*,TRUE,1662,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Adults,0.56094315582482,0.163761654944092,0.6,0.16,,TRUE,2461,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Adults,1.05074506505425,0.16518716783773202,1.1,0.17,,TRUE,3834,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Adults,1.13354964134194,0.235766628620077,1.1,0.24,,TRUE,2609,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,respect,How often doctor showed respect,Always,Children,87.0291921129748,2.11053993289718,87,2.11,,TRUE,569,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,respect,How often doctor showed respect,Always,Children,84.7221653691132,2.13325685563421,84.7,2.13,,TRUE,647,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,respect,How often doctor showed respect,Always,Children,89.7367447905958,1.34658902043358,89.7,1.35,,TRUE,1180,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,respect,How often doctor showed respect,Always,Children,88.5889617842242,1.65897138503731,88.6,1.66,,TRUE,829,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,respect,How often doctor showed respect,Usually,Children,10.2536766139789,1.9851301378401998,10.3,1.99,,TRUE,569,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,respect,How often doctor showed respect,Usually,Children,11.0328920729323,1.9287450323054198,11,1.93,,TRUE,647,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,respect,How often doctor showed respect,Usually,Children,8.24484442861242,1.31352406196004,8.2,1.31,,TRUE,1180,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,respect,How often doctor showed respect,Usually,Children,8.776654193659839,1.25500455516473,8.8,1.26,,TRUE,829,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Children,1.8714649194719002,0.656807303369448,1.9,0.66,*,TRUE,569,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Children,3.91904339614624,1.2430818860548098,3.9,1.24,*,TRUE,647,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Children,1.9137895558445999,0.473561587588988,1.9,0.47,,TRUE,1180,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Children,2.13054680059739,0.594439699794305,2.1,0.59,,TRUE,829,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Children,0.845666353574321,0.325370575173278,0.8,0.33,*,TRUE,569,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Children,0.325899161808234,0.23306489299094402,0.3,0.23,*,TRUE,647,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Children,0.10462122494716401,0.0755270611394564,0.1,0.08,*,TRUE,1180,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Children,0.503837221518594,0.419931038002182,0.5,0.42,*,TRUE,829,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,respect,How often doctor showed respect,Always,Adults,63.117218265038,0.70991442801602,63.1,0.71,,TRUE,10566,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,respect,How often doctor showed respect,Usually,Adults,28.8551461325037,0.638760242131731,28.9,0.64,,TRUE,10566,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Adults,7.032978171265759,0.32686893198065603,7,0.33,,TRUE,10566,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Adults,0.994657431192565,0.11304859769437599,1,0.11,,TRUE,10566,"How often doctor showed respect, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,respect,How often doctor showed respect,Always,Children,87.91741399440829,0.876264740650578,87.9,0.88,,TRUE,3225,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,respect,How often doctor showed respect,Usually,Children,9.31978916344138,0.7949446507825321,9.3,0.79,,TRUE,3225,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,respect,How often doctor showed respect,Sometimes/Never,Children,2.3937820493754898,0.372240993713424,2.4,0.37,,TRUE,3225,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,respect,How often doctor showed respect,Don't know/Non-response,Children,0.36901479277481,0.124025334323039,0.4,0.12,*,TRUE,3225,"How often doctor showed respect, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,time,How often doctor spent enough time,Always,Adults,53.019893747051604,1.7958461652816098,53,1.8,,TRUE,1662,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,time,How often doctor spent enough time,Always,Adults,53.8907394531245,1.20730831996149,53.9,1.21,,TRUE,2461,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,time,How often doctor spent enough time,Always,Adults,50.7228663797867,1.16016436440353,50.7,1.16,,TRUE,3834,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,time,How often doctor spent enough time,Always,Adults,46.226658348605,1.5447285151838699,46.2,1.54,,TRUE,2609,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,time,How often doctor spent enough time,Usually,Adults,32.676915849378204,1.58528191451473,32.7,1.59,,TRUE,1662,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,time,How often doctor spent enough time,Usually,Adults,35.2260570016866,1.1990471364981898,35.2,1.2,,TRUE,2461,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,time,How often doctor spent enough time,Usually,Adults,36.4508189331687,1.04230604808418,36.5,1.04,,TRUE,3834,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,time,How often doctor spent enough time,Usually,Adults,39.6702557245729,1.58475882290692,39.7,1.58,,TRUE,2609,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Adults,12.7731552391807,1.18040948630371,12.8,1.18,,TRUE,1662,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Adults,10.3387737858835,0.7224981645022109,10.3,0.72,,TRUE,2461,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Adults,11.504356006522,0.673957118144274,11.5,0.67,,TRUE,3834,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Adults,12.959884552263,0.97077521783531,13,0.97,,TRUE,2609,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Adults,1.5300351643894299,0.401664479042766,1.5,0.4,,TRUE,1662,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Adults,0.544429759305331,0.162158758001501,0.5,0.16,,TRUE,2461,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Adults,1.32195868052263,0.23451441292254296,1.3,0.23,,TRUE,3834,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Adults,1.14320137455919,0.263847396790408,1.1,0.26,,TRUE,2609,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,time,How often doctor spent enough time,Always,Children,85.3484219123409,2.1649112622285,85.3,2.16,,TRUE,569,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,time,How often doctor spent enough time,Always,Children,80.5317179017873,2.75262532837999,80.5,2.75,,TRUE,647,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,time,How often doctor spent enough time,Always,Children,84.79595967446369,1.45738406286102,84.8,1.46,,TRUE,1180,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,time,How often doctor spent enough time,Always,Children,82.5719952161152,2.085274679573,82.6,2.09,,TRUE,829,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,time,How often doctor spent enough time,Usually,Children,10.1814673910725,1.86447536512971,10.2,1.86,,TRUE,569,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,time,How often doctor spent enough time,Usually,Children,14.448866477398301,2.02191698426855,14.4,2.02,,TRUE,647,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,time,How often doctor spent enough time,Usually,Children,11.805859733311099,1.31145021968195,11.8,1.31,,TRUE,1180,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,time,How often doctor spent enough time,Usually,Children,13.0478782695262,1.76143162051286,13,1.76,,TRUE,829,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Children,3.4991459174881396,1.24445174193055,3.5,1.24,*,TRUE,569,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Children,4.248784466307081,1.20410546233352,4.2,1.2,,TRUE,647,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Children,3.16869090223705,0.666298165327012,3.2,0.67,,TRUE,1180,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Children,3.51777341154784,0.7981885760605999,3.5,0.8,,TRUE,829,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Children,0.9709647790985029,0.391194839245137,1,0.39,*,TRUE,569,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Children,0.7706311545072609,0.496709473947919,0.8,0.5,*,TRUE,647,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Children,0.22948968998814998,0.134777437853001,0.2,0.13,*,TRUE,1180,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Children,0.8623531028107799,0.480728853533324,0.9,0.48,*,TRUE,829,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,time,How often doctor spent enough time,Always,Adults,50.8509433905164,0.715545031578202,50.9,0.72,,TRUE,10566,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,time,How often doctor spent enough time,Usually,Adults,36.1880880438257,0.6622316596217169,36.2,0.66,,TRUE,10566,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Adults,11.8089100782835,0.44124968550269505,11.8,0.44,,TRUE,10566,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Adults,1.15205848737437,0.135069114155455,1.2,0.14,,TRUE,10566,"How often doctor spent enough time, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,time,How often doctor spent enough time,Always,Children,83.46625511532069,1.01348634046147,83.5,1.01,,TRUE,3225,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,time,How often doctor spent enough time,Usually,Children,12.378744934439299,0.83573235569374,12.4,0.84,,TRUE,3225,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,time,How often doctor spent enough time,Sometimes/Never,Children,3.53941388414335,0.46009411996484295,3.5,0.46,,TRUE,3225,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,All persons,Quality of Care,time,How often doctor spent enough time,Don't know/Non-response,Children,0.615586066096571,0.175888661305779,0.6,0.18,,TRUE,3225,"How often doctor spent enough time, among children with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,rating,Rating for care,0-6 rating,Adults,12.0817935147406,1.36104879544051,12.1,1.36,,TRUE,1662,"Rating for care, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,rating,Rating for care,0-6 rating,Adults,12.021509805373901,0.8489901302043039,12,0.85,,TRUE,2461,"Rating for care, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,rating,Rating for care,0-6 rating,Adults,11.9414338101219,0.699420269666251,11.9,0.7,,TRUE,3834,"Rating for care, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,rating,Rating for care,0-6 rating,Adults,14.3063850130492,0.980268795508637,14.3,0.98,,TRUE,2609,"Rating for care, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,rating,Rating for care,7-8 rating,Adults,35.6590616186384,1.7010163266156597,35.7,1.7,,TRUE,1662,"Rating for care, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,rating,Rating for care,7-8 rating,Adults,35.3923940778992,1.28233958157218,35.4,1.28,,TRUE,2461,"Rating for care, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,rating,Rating for care,7-8 rating,Adults,36.9586606117405,1.16116081693781,37,1.16,,TRUE,3834,"Rating for care, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,West,Quality of Care,rating,Rating for care,7-8 rating,Adults,39.3010674899055,1.3087952394898799,39.3,1.31,,TRUE,2609,"Rating for care, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Northeast,Quality of Care,rating,Rating for care,9-10 rating,Adults,52.027149015011496,2.08297654092121,52,2.08,,TRUE,1662,"Rating for care, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,Midwest,Quality of Care,rating,Rating for care,9-10 rating,Adults,52.44074740849231,1.52714593023871,52.4,1.53,,TRUE,2461,"Rating for care, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
2021,Population,pctPOP,Percentage of people,Demographics,region,Census region,South,Quality of Care,rating,Rating for care,9-10 rating,Adults,50.839232153728794,1.2466011871921,50.8,1.25,,TRUE,3834,"Rating for care, among adults with a doctor's visit, percentage of people (standard errors), by census region, United States"
